Society,Card Title,Carpet Area,Price,Price Per Sqft,Floor
Venezia Apartments,"2 BHK Apartment for Sale in Venezia Apartments, Baner Road Pune",808 sqft,₹89.8 Lac,"₹8,550 per sqft",9 out of 18
,3 BHK Apartment for Sale in Paud Road Pune,943 sqft,₹1.63 Cr,"₹12,824 per sqft",10 out of 12
Raheja Stellar,"4 BHK Apartment for Sale in Raheja Stellar, NIBM Road Pune",2685 sqft,₹3.40 Cr,"₹8,947 per sqft",4 out of 29
Bramha the Collection,"4 BHK Apartment for Sale in Bramha the Collection, New Kalyani Nagar Pune",1854 sqft,₹2.73 Cr,"₹12,419 per sqft",6 out of 22
Anika Piccadilly,"2 BHK Apartment for Sale in Anika Piccadilly, Punawale, Pimpri Chinchwad Pune",757 sqft,₹58.5 Lac,"₹5,804 per sqft",7 out of 21
Riverdale Grove,"2 BHK Apartment for Sale in Riverdale Grove, Kharadi Pune",737 sqft,₹1 Cr,"₹9,259 per sqft",17 out of 26
ARV New Town,"3 BHK Apartment for Sale in ARV New Town, Pisoli Pune",839 sqft,₹57 Lac,"₹5,229 per sqft",5 out of 15
Megapolis Serenity,"2 BHK Apartment for Sale in Megapolis Serenity, Hinjawadi Pune",698 sqft,₹60.5 Lac,"₹4,760 per sqft",5 out of 19
Kohinoor Famville,"3 BHK Apartment for Sale in Kohinoor Famville, Maan Pune",927 sqft,₹79.1 Lac,"₹6,323 per sqft",15 out of 20
,2 BHK Apartment for Sale in Choudhari Wasti Pune,870 sqft,₹98 Lac,"₹8,522 per sqft",11 out of 26
K Shire,"2 BHK Apartment for Sale in K Shire, Punawale, Pimpri Chinchwad Pune",800 sqft,₹69 Lac,"₹6,473 per sqft",17 out of 20
Rohan Ekam,"3 BHK Apartment for Sale in Rohan Ekam, Balewadi Pune",1400 sqft,₹2.05 Cr,"₹10,317 per sqft",23 out of 30
Chandrangan Revanta,"2 BHK Apartment for Sale in Chandrangan Revanta, Ambegaon BK Pune",759 sqft,₹62.1 Lac,"₹5,931 per sqft",4 out of 7
Belmac Residences,"3 BHK Apartment for Sale in Belmac Residences, New Kalyani Nagar Pune",1350 sqft,₹2.49 Cr,"₹15,562 per sqft",7 out of 20
Godrej Skygreens,"1 BHK Apartment for Sale in Godrej Skygreens, Manjari Khurd Pune",,₹43 Lac,"₹7,167 per sqft",23 out of 27
Ashiana Malhar,"2 BHK Apartment for Sale in Ashiana Malhar, Hinjawadi Pune",733 sqft,₹66 Lac,"₹6,673 per sqft",7 out of 14
5 Race Course,"3 BHK Apartment for Sale in 5 Race Course, Wanwadi Pune",,₹1.69 Cr,"₹8,961 per sqft",12 out of 23
Sagitarius Bluegrass Residences,"4 BHK Apartment for Sale in Sagitarius Bluegrass Residences, Kalyani Nagar Pune",2212 sqft,₹5 Cr,"₹16,667 per sqft",10 out of 24
Pride Purple Park Titan,"2 BHK Apartment for Sale in Pride Purple Park Titan, Hinjawadi Pune",780 sqft,₹75 Lac,"₹7,895 per sqft",18 out of 22
Ganga Avanta,"3 BHK Apartment for Sale in Ganga Avanta, Mundhwa Pune",1219 sqft,₹1.85 Cr,,20 out of 25
,4 BHK Apartment for Sale in Baner Pune,,₹2.35 Cr,"₹9,325 per sqft",12 out of 24
,3 BHK Apartment for Sale in Satara Road Pune,1163 sqft,₹1.70 Cr,"₹10,241 per sqft",2 out of 7
VTP Earth One,"4 BHK Apartment for Sale in VTP Earth One, Mahalunge Pune",1766 sqft,₹2.05 Cr,"₹6,966 per sqft",23 out of 35
VTP Dolce Vita,"3 BHK Apartment for Sale in VTP Dolce Vita, EON Free Zone, Kharadi Pune",1080 sqft,₹1.15 Cr,,27 out of 33
Joyville Celestia,"3 BHK Apartment for Sale in Joyville Celestia, Shewalewadi Pune",936 sqft,₹99 Lac,,9 out of 20
Majestique Signature Towers,"3 BHK Apartment for Sale in Majestique Signature Towers, Balewadi Pune",1170 sqft,₹1.65 Cr,"₹10,848 per sqft",
Godrej Urban Retreat,"3 BHK Apartment for Sale in Godrej Urban Retreat, Manjari Khurd Pune",855 sqft,₹92.5 Lac,"₹7,115 per sqft",19 out of 27
Mangalam Life Park,"2 BHK Apartment for Sale in Mangalam Life Park, Moshi Pune",653 sqft,₹40.6 Lac,"₹4,439 per sqft",8 out of 14
Clover Acropolis,"3 BHK Apartment for Sale in Clover Acropolis, Viman Nagar Pune",1328 sqft,₹2.41 Cr,"₹14,606 per sqft",2 out of 8
,2 BHK Apartment for Sale in Borhade Wadi Pune,,₹40 Lac,"₹5,510 per sqft",4 out of 7
Hues Of Sky,"3 BHK Apartment for Sale in Hues Of Sky, Ghorpadi Pune",1243 sqft,₹2.35 Cr,,10 out of 25
,3 BHK Apartment for Sale in Sector 29 Ravet Pune,1003 sqft,₹86.5 Lac,"₹5,966 per sqft",10 out of 16
,3 BHK Apartment for Sale in Wakad Pune,958 sqft,₹1.07 Cr,"₹7,979 per sqft",5 out of 22
K Shire,"2 BHK Apartment for Sale in K Shire, Punawale, Pimpri Chinchwad Pune",790 sqft,₹61 Lac,"₹5,722 per sqft",9 out of 18
Austin Park,"2 BHK Apartment for Sale in Austin Park, Tathawade Pimpri Chinchwad Pune",825 sqft,₹70 Lac,"₹6,087 per sqft",12 out of 13
D A Samarth County,"2 BHK Apartment for Sale in D A Samarth County , Ravet, Pimpri Chinchwad Pune",755 sqft,₹70 Lac,"₹6,667 per sqft",Upper Basement out of 22
Nandan Ace,"3 BHK Apartment for Sale in Nandan Ace, Balewadi Gaon, Balewadi Pune",1200 sqft,₹1.50 Cr,"₹9,259 per sqft",3 out of 21
Sensorium,"2 BHK Apartment for Sale in Sensorium, Hinjawadi Pune",783 sqft,₹89 Lac,"₹11,367 per sqft",10 out of 31
Majestique Marbella,"2 BHK Apartment for Sale in Majestique Marbella, Ashoka Nagar, Kharadi Pune",824 sqft,₹97 Lac,"₹8,220 per sqft",15 out of 17
,3 BHK Apartment for Sale in Tathawade Pimpri Chinchwad Pune,885 sqft,₹73 Lac,"₹5,840 per sqft",7 out of 16
Godrej Forest Grove,"2 BHK Apartment for Sale in Godrej Forest Grove, Mamurdi, Dehu Road Pune",630 sqft,₹64 Lac,"₹6,874 per sqft",8 out of 22
VTP Dolce Vita,"3 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",855 sqft,₹1.25 Cr,"₹11,241 per sqft",9 out of 32
ANP Atlantis,"2 BHK Apartment for Sale in ANP Atlantis, Balewadi Pune",823 sqft,₹88 Lac,"₹8,000 per sqft",2 out of 20
Majestique Towers,"2 BHK Apartment for Sale in Majestique Towers, Wagholi Pune",824 sqft,₹1.04 Cr,"₹8,739 per sqft",21 out of 22
Rahul Downtown,"2 BHK Apartment for Sale in Rahul Downtown, Punawale, Pimpri Chinchwad Pune",820 sqft,₹64.2 Lac,"₹5,799 per sqft",7 out of 21
Raheja Sterling,"3 BHK Apartment for Sale in Raheja Sterling, NIBM Road Pune",1050 sqft,₹1.10 Cr,"₹8,088 per sqft",15 out of 27
,2 BHK Apartment for Sale in Phase 1 Hinjewadi Rajiv Gandhi Infotech Park Pune,715 sqft,₹77 Lac,"₹7,979 per sqft",Upper Basement out of 19
Sagitarius Bluegrass Residences,"3 BHK Apartment for Sale in Sagitarius Bluegrass Residences, Yerawada, Airport Road Pune",1689 sqft,₹3.45 Cr,"₹14,725 per sqft",11 out of 25
Belmac Residences,"3 BHK Apartment for Sale in Belmac Residences, Wadgaon Sheri Pune",1340 sqft,₹2.25 Cr,"₹12,032 per sqft",11 out of 14
Parmar Avienus,"3 BHK Apartment for Sale in Parmar Avienus, Sopan Baug Society, Ghorpadi Pune",1700 sqft,₹1.90 Cr,"₹9,500 per sqft",8 out of 11
Lush Residences,"3 BHK Apartment for Sale in Lush Residences, Newale Wasti Tathawade Pune",1028 sqft,₹1.18 Cr,"₹8,537 per sqft",1 out of 25
,3 BHK Apartment for Sale in Baner Pune,1215 sqft,₹1.45 Cr,"₹8,683 per sqft",3 out of 7
Nirman Astropolis,"2 BHK Apartment for Sale in Nirman Astropolis, Tathawade Pimpri Chinchwad Pune",889 sqft,₹80 Lac,"₹6,957 per sqft",16 out of 22
Nyati Era,"2 BHK Apartment for Sale in Nyati Era, Dhanori Pune",814 sqft,₹71 Lac,"₹8,722 per sqft",5 out of 10
,3 BHK Apartment for Sale in Vadgaon BK Pune,1205 sqft,₹1.20 Cr,"₹7,376 per sqft",15 out of 16
Gagan Adira,"3 BHK Apartment for Sale in Gagan Adira, Wagholi Pune",1086 sqft,₹90 Lac,"₹5,788 per sqft",5 out of 12
The Balmoral Riverside,"3 BHK Apartment for Sale in The Balmoral Riverside, Balewadi Pune",1405 sqft,₹2.45 Cr,"₹11,667 per sqft",21 out of 40
Suyog Space,"2 BHK Apartment for Sale in Suyog Space, Choudhary Park Shankar Kalat Nagar Pune",772 sqft,₹84 Lac,"₹8,000 per sqft",2 out of 14
,"2 BHK Apartment for Sale in Model Colony, Shivaji Nagar Pune",690 sqft,₹1.45 Cr,"₹13,849 per sqft",3 out of 10
Basil Maximus,"2 BHK Apartment for Sale in Basil Maximus, Punvale Bazar Pune",750 sqft,₹65 Lac,"₹6,429 per sqft",9 out of 22
Kolte-Patil Clover Heights,"2 BHK Apartment for Sale in Kolte-Patil Clover Heights, Undri Pune",1050 sqft,₹1.17 Cr,"₹8,667 per sqft",6 out of 12
Kumar Pebble Park,"2 BHK Apartment for Sale in Kumar Pebble Park, Hadapsar Pune",762 sqft,₹57 Lac,"₹5,539 per sqft",7 out of 14
Megapolis Sangria Towers,"3 BHK Apartment for Sale in Megapolis Sangria Towers, Hinjawadi Pune",1215 sqft,₹1.01 Cr,"₹6,159 per sqft",10 out of 21
Mahindra Citadel,"2 BHK Apartment for Sale in Mahindra Citadel, Vallabh Nagar, Pimpri Chinchwad Pune",732 sqft,₹88 Lac,"₹9,565 per sqft",1 out of 23
ARV Uthville,"2 BHK Apartment for Sale in ARV Uthville, EON Free Zone, Kharadi Pune",730 sqft,₹77 Lac,"₹7,333 per sqft",5 out of 17
Legacy Imperial Phase I,"2 BHK Apartment for Sale in Legacy Imperial Phase I, Kiwale, Dehu Road Pune",795 sqft,₹52 Lac,"₹4,433 per sqft",8 out of 12
Nyati Esteban I,"4 BHK Apartment for Sale in Nyati Esteban I, Kad Nagar, Undri Pune",2100 sqft,₹1.65 Cr,"₹6,346 per sqft",5 out of 11
,1 BHK Apartment for Sale in Hinjawadi Pune,481 sqft,₹51 Lac,"₹6,800 per sqft",Lower Basement out of 21
7 Plumeria Drive,"4 BHK Apartment for Sale in 7 Plumeria Drive, Tathawade Pimpri Chinchwad Pune",1906 sqft,₹2.25 Cr,"₹9,522 per sqft",20 out of 31
Elina Liva,"2 BHK Apartment for Sale in Elina Liva, NIBM Annexe Area Pune",900 sqft,₹68.2 Lac,"₹6,200 per sqft",10 out of 26
Yash Grecia,"3 BHK Apartment for Sale in Yash Grecia, Dhanori Pune",828 sqft,₹73 Lac,"₹5,615 per sqft",10 out of 14
Mihir Amara,"2 BHK Apartment for Sale in Mihir Amara, Wakad Pune",812 sqft,₹79.2 Lac,"₹7,320 per sqft",11 out of 30
Majestique Marbella,"2 BHK Apartment for Sale in Majestique Marbella, Kharadi Pune",826 sqft,₹89.1 Lac,"₹7,552 per sqft",10 out of 14
Avior Up Life Phase 2 Emerald,"3 BHK Apartment for Sale in Avior Up Life Phase 2 Emerald, Undri Pune",980 sqft,₹67 Lac,"₹5,386 per sqft",7 out of 14
Majestique Marbella,"2 BHK Apartment for Sale in Majestique Marbella, EON Free Zone, Kharadi Pune",824 sqft,₹89 Lac,"₹7,568 per sqft",12 out of 18
,2 BHK Apartment for Sale in Baner Pune,763 sqft,₹88 Lac,"₹8,544 per sqft",4 out of 7
Wildernest at SP Kingstown,"3 BHK Apartment for Sale in Wildernest at SP Kingstown, Shewalewadi Pune",1400 sqft,₹1.69 Cr,"₹11,607 per sqft",10 out of 22
,"2 BHK Apartment for Sale in Chandani Chowk, Bavdhan Pune",703 sqft,₹73 Lac,"₹7,692 per sqft",3 out of 7
Mantra Mirari,"4 BHK Apartment for Sale in Mantra Mirari, Mundhwa Pune",1560 sqft,₹2.23 Cr,"₹11,989 per sqft",18 out of 21
Kalpataru Jade Skyline,"3 BHK Apartment for Sale in Kalpataru Jade Skyline, Baner Pune",1190 sqft,₹1.44 Cr,"₹8,966 per sqft",9 out of 22
Flamante By VTP Luxe Phase 1,"2 BHK Apartment for Sale in Flamante By VTP Luxe Phase 1, Kharadi Pune",832 sqft,₹87 Lac,"₹7,909 per sqft",10 out of 20
,3 BHK Apartment for Sale in Bavdhan Pune,1116 sqft,₹1.22 Cr,"₹8,107 per sqft",9 out of 14
Sky High Towers,"2 BHK Apartment for Sale in Sky High Towers, Hinjawadi Pune",688 sqft,₹61 Lac,"₹6,334 per sqft",15 out of 23
Tulip Infinity Avana,"3 BHK Apartment for Sale in Tulip Infinity Avana, Punawale, Pimpri Chinchwad Pune",,₹1.40 Cr,"₹8,154 per sqft",4 out of 28
Nyati Elite,"3 BHK Apartment for Sale in Nyati Elite, Undri Pune",1561 sqft,₹1.30 Cr,,4 out of 6
Yash Grecia,"2 BHK Apartment for Sale in Yash Grecia, Dhanori Pune",700 sqft,₹50 Lac,"₹5,882 per sqft",2 out of 13
,"4 BHK Apartment for Sale in Pimple Nilakh, Pimpri Chinchwad Pune",2561 sqft,₹5.55 Cr,"₹15,310 per sqft",4 out of 12
Ashtavinayak City,"2 BHK Apartment for Sale in Ashtavinayak City, Fursungi Pune",880 sqft,₹65 Lac,"₹6,500 per sqft",5 out of 10
Lodha Panache,"3 BHK Apartment for Sale in Lodha Panache, Hinjawadi Pune",1150 sqft,₹1.22 Cr,"₹7,888 per sqft",18 out of 27
,2 BHK Apartment for Sale in Kharadi Pune,646 sqft,₹62.9 Lac,"₹7,144 per sqft",3 out of 27
24K Altura,"4 BHK Apartment for Sale in 24K Altura, Baner Pune",,₹2.55 Cr,"₹15,044 per sqft",7 out of 37
Emirus,"4 BHK Apartment for Sale in Emirus, Baner Pune",2389 sqft,₹4.39 Cr,"₹14,937 per sqft",20 out of 22
Pittie Kourtyard,"5 BHK Penthouse for Sale in Pittie Kourtyard, Kharadi Pune",4500 sqft,₹6.50 Cr,"₹10,000 per sqft",16 out of 17
,"2 BHK Apartment for Sale in EON Free Zone, Kharadi Pune",960 sqft,₹1.50 Cr,"₹11,029 per sqft",9 out of 12
Celestial City Phase 2,"3 BHK Apartment for Sale in Celestial City Phase 2, Ravet, Pimpri Chinchwad Pune",1028 sqft,₹1.15 Cr,"₹8,273 per sqft",10 out of 14
Rohan Mithila,"2 BHK Apartment for Sale in Rohan Mithila, Viman Nagar Pune",1195 sqft,₹1.02 Cr,"₹7,286 per sqft",4 out of 6
,1 BHK Apartment for Sale in Viman Nagar Pune,420 sqft,₹54.6 Lac,,4 out of 9
Majestique Towers,"2 BHK Apartment for Sale in Majestique Towers, Ubale Nagar Pune",810 sqft,₹1.05 Cr,"₹9,434 per sqft",8 out of 15
,"2 BHK Apartment for Sale in Dapodi, Pimpri Chinchwad Pune",746 sqft,₹65 Lac,"₹8,713 per sqft",10 out of 14
Kingston Avenue,"2 BHK Apartment for Sale in Kingston Avenue, Pimple Saudagar, Pimpri Chinchwad Pune",850 sqft,₹1.20 Cr,"₹10,629 per sqft",
,"3 BHK Apartment for Sale in Sutarwadi, Pashan Pune",936 sqft,₹1.15 Cr,"₹8,846 per sqft",9 out of 16
Goel Ganga Legend County,"3 BHK Apartment for Sale in Goel Ganga Legend County, Bavdhan Pune",1247 sqft,₹1.31 Cr,"₹7,858 per sqft",5 out of 23
Venkatesh Erandwane Central,"3 BHK Apartment for Sale in Venkatesh Erandwane Central, Erandwane Pune",1237 sqft,₹2.97 Cr,,9 out of 33
Kshitij Residency,"2 BHK Apartment for Sale in Kshitij Residency, Kothrud Pune",720 sqft,₹99 Lac,"₹9,612 per sqft",2 out of 11
Pride World City,"2 BHK Apartment for Sale in Pride World City, Charholi BK Pune",780 sqft,₹58.7 Lac,"₹5,594 per sqft",13 out of 23
Nyati Wind Chimes,"3 BHK Apartment for Sale in Nyati Wind Chimes, Undri Pune",1900 sqft,₹1.65 Cr,"₹6,875 per sqft",5 out of 12
Rohan Abhilasha,"2 BHK Apartment for Sale in Rohan Abhilasha, Wagholi Pune",,₹73 Lac,"₹6,460 per sqft",5 out of 12
K Town Kiwale,"3 BHK Apartment for Sale in K Town Kiwale, Ravet, Pimpri Chinchwad Pune",999 sqft,₹79 Lac,"₹5,643 per sqft",12 out of 16
,2 BHK Apartment for Sale in Koregaon Park Pune,1000 sqft,₹1.43 Cr,"₹11,917 per sqft",2 out of 15
ARV New Town,"3 BHK Apartment for Sale in ARV New Town, Pisoli Pune",1070 sqft,₹56.5 Lac,"₹4,349 per sqft",1 out of 11
Nivasa Elevia,"2 BHK Apartment for Sale in Nivasa Elevia, Sasane Colony, Mundhwa Pune",751 sqft,₹63 Lac,"₹6,219 per sqft",Lower Basement out of 14
,1 BHK Apartment for Sale in Bhumkar Nagar Wakad Pune,420 sqft,₹46 Lac,"₹6,571 per sqft",3 out of 6
Godrej Prana,"2 BHK Apartment for Sale in Godrej Prana, Undri Pune",872 sqft,₹56.8 Lac,,4 out of 14
Clover Garden,"3 BHK Apartment for Sale in Clover Garden, Bund Garden, Sangamvadi Pune",,₹1.78 Cr,"₹11,867 per sqft",2 out of 4
AWHO Vijay Vihar,"3 BHK Apartment for Sale in AWHO Vijay Vihar, Wagholi Pune",,₹1.02 Cr,"₹6,800 per sqft",6 out of 14
,4 BHK Apartment for Sale in Prabhat Road Pune,2245 sqft,₹5.30 Cr,"₹19,266 per sqft",7 out of 12
Pristine Allure,"3 BHK Apartment for Sale in Pristine Allure, Kharadi Pune",1000 sqft,₹1.15 Cr,"₹8,692 per sqft",8 out of 15
Majestique Rhythm County,"3 BHK Apartment for Sale in Majestique Rhythm County, Handewadi Pune",892 sqft,₹64 Lac,,8 out of 14
Khush Vista Phase 1,"2 BHK Apartment for Sale in Khush Vista Phase 1, Mohammed Wadi Pune",715 sqft,₹44 Lac,"₹4,314 per sqft",7 out of 14
Lodha Panache,"2 BHK Apartment for Sale in Lodha Panache, Phase 1 Hinjewadi Rajiv Gandhi Infotech Park Pune",875 sqft,₹1.02 Cr,"₹10,200 per sqft",10 out of 28
Sanskruti Panchtatva,"2 BHK Apartment for Sale in Sanskruti Panchtatva, Bibwewadi Pune",780 sqft,₹99 Lac,"₹9,900 per sqft",8 out of 21
Gagan Adira,"2 BHK Apartment for Sale in Gagan Adira, Wagholi Pune",870 sqft,₹72 Lac,"₹7,200 per sqft",Upper Basement out of 12
Nivasa Enchante,"3 BHK Apartment for Sale in Nivasa Enchante, Lohegaon Pune",1100 sqft,₹85 Lac,"₹6,050 per sqft",3 out of 13
Alkasa,"2 BHK Apartment for Sale in Alkasa, NIBM Annexe Area Pune",850 sqft,₹60 Lac,"₹5,217 per sqft",11 out of 12
Kumar Kruti,"2 BHK Apartment for Sale in Kumar Kruti, Kalyani Nagar Pune",910 sqft,₹1.10 Cr,"₹10,476 per sqft",7 out of 12
Gini Belvista Phase II,"2 BHK Apartment for Sale in Gini Belvista Phase II, Parande Nagar, Dhanori Pune",746 sqft,₹60 Lac,"₹5,882 per sqft",5 out of 8
Acropolis Purple Nine Hills,"2 BHK Apartment for Sale in Acropolis Purple Nine Hills, NIBM Road Pune",1150 sqft,₹1.05 Cr,,Upper Basement out of 12
Gera Isle Royale,"4 BHK Apartment for Sale in Gera Isle Royale, Bavdhan Pune",2400 sqft,₹2.75 Cr,"₹9,167 per sqft",3 out of 18
Marvel Ritz,"3 BHK Apartment for Sale in Marvel Ritz, Hadapsar Pune",1530 sqft,₹2.03 Cr,"₹10,961 per sqft",2 out of 12
Panchshil Towers,"3 BHK Apartment for Sale in Panchshil Towers, EON Free Zone, Kharadi Pune",2200 sqft,₹3.35 Cr,"₹11,796 per sqft",9 out of 30
VTP Beaumonde,"3 BHK Apartment for Sale in VTP Beaumonde, Manjari Khurd Pune",1150 sqft,₹1.10 Cr,"₹6,875 per sqft",18 out of 25
AWHO Vijay Vihar,"3 BHK Apartment for Sale in AWHO Vijay Vihar, Wagholi Pune",1500 sqft,₹1.50 Cr,"₹8,333 per sqft",10 out of 14
Nyati Elysia,"2 BHK Apartment for Sale in Nyati Elysia, EON Free Zone, Kharadi Pune",745 sqft,₹94 Lac,"₹8,868 per sqft",10 out of 28
Sai Sanskruti,"2 BHK Apartment for Sale in Sai Sanskruti, Wagholi Pune",617 sqft,₹45 Lac,"₹5,402 per sqft",8 out of 12
Bhaktamar Residency,"2 BHK Apartment for Sale in Bhaktamar Residency, Wadgaon Sheri Pune",695 sqft,₹77.3 Lac,"₹7,670 per sqft",
,4 BHK Apartment for Sale in Baner Pune,2304 sqft,₹3.49 Cr,"₹11,258 per sqft",30 out of 40
Adimaa,"5 BHK Apartment for Sale in Adimaa, Boat Club Road Pune",4000 sqft,₹8.20 Cr,"₹14,909 per sqft",7 out of 9
,"4 BHK Penthouse for Sale in Model Colony, Shivaji Nagar Pune",3000 sqft,₹6.75 Cr,"₹16,875 per sqft",5 out of 5
Panchshil Trump Towers,"5 BHK Apartment for Sale in Panchshil Trump Towers, Kalyani Nagar Pune",4500 sqft,₹13.50 Cr,"₹27,000 per sqft",11 out of 23
,4 BHK Apartment for Sale in Vishnu Dev Nagar Punawale Pune,1777 sqft,₹1.95 Cr,"₹8,125 per sqft",11 out of 35
24K Altura,"4 BHK Apartment for Sale in 24K Altura, Baner Pune",1737 sqft,₹2.37 Cr,"₹10,150 per sqft",15 out of 27
,3 BHK Apartment for Sale in Wakad Pune,1222 sqft,₹1.70 Cr,"₹10,309 per sqft",2 out of 20
Bramha the Collection,"2 BHK Apartment for Sale in Bramha the Collection, New Kalyani Nagar Pune",700 sqft,₹1.05 Cr,"₹10,714 per sqft",10 out of 29
,3 BHK Apartment for Sale in Erandwane Pune,1250 sqft,₹2.30 Cr,"₹14,375 per sqft",8 out of 12
Marvel Zephyr,"4 BHK Penthouse for Sale in Marvel Zephyr, Kharadi Pune",3400 sqft,₹4 Cr,"₹8,333 per sqft",4 out of 12
Gods Blessings,"5 BHK Apartment for Sale in Gods Blessings, Koregaon Park Pune",5800 sqft,₹11 Cr,"₹14,667 per sqft",10 out of 22
Gulmohar Goldcoast,"2 BHK Apartment for Sale in Gulmohar Goldcoast, Kharadi Pune",824 sqft,₹73 Lac,"₹6,734 per sqft",3 out of 11
Zen Estate,"2 BHK Apartment for Sale in Zen Estate, Kharadi Pune",745 sqft,₹1 Cr,"₹9,091 per sqft",15 out of 15
,"3 BHK Apartment for Sale in Deccan Gymkhana, F C Road Pune",1294 sqft,₹3.25 Cr,"₹18,258 per sqft",4 out of 8
Ravinanda Trinity,"2 BHK Apartment for Sale in Ravinanda Trinity, Wagholi Pune",790 sqft,₹47 Lac,"₹4,069 per sqft",7 out of 14
Clover Acropolis,"3 BHK Apartment for Sale in Clover Acropolis, Viman Nagar Pune",1250 sqft,₹1.90 Cr,"₹13,103 per sqft",8 out of 8
Kumar Parth Tower,"3 BHK Apartment for Sale in Kumar Parth Tower, Baner Pune",1080 sqft,₹1.18 Cr,"₹8,152 per sqft",8 out of 23
Vertillas,"2 BHK Apartment for Sale in Vertillas, Kharadi Pune",1100 sqft,₹1.21 Cr,"₹8,067 per sqft",11 out of 22
Kalpataru Jade Skyline,"2 BHK Apartment for Sale in Kalpataru Jade Skyline, Baner Pune",860 sqft,₹1.12 Cr,,12 out of 21
,3 BHK Apartment for Sale in Karvenagar Pune,,₹2.40 Cr,"₹13,849 per sqft",3 out of 4
Marvel Zephyr,"3 BHK Apartment for Sale in Marvel Zephyr, EON Free Zone, Kharadi Pune",1700 sqft,₹2.30 Cr,"₹10,952 per sqft",5 out of 12
,"3 BHK Apartment for Sale in EON Free Zone, Kharadi Pune",1300 sqft,₹1.80 Cr,"₹10,909 per sqft",4 out of 12
Colonnade,"2 BHK Apartment for Sale in Colonnade, Kharadi Pune",750 sqft,₹80 Lac,"₹7,273 per sqft",2 out of 11
Paranjape Sky One,"4 BHK Apartment for Sale in Paranjape Sky One, Model Colony, Shivaji Nagar Pune",1920 sqft,₹4.75 Cr,"₹17,593 per sqft",4 out of 14
Goodwill Breeza,"2 BHK Apartment for Sale in Goodwill Breeza, Madhav Nagar, Dhanori Pune",659 sqft,₹55.1 Lac,"₹6,192 per sqft",7 out of 13
Gulmohar Queenstown,"2 BHK Apartment for Sale in Gulmohar Queenstown, EON Free Zone, Kharadi Pune",850 sqft,₹1.05 Cr,"₹10,106 per sqft",9 out of 11
Marvel Zephyr,"4 BHK Apartment for Sale in Marvel Zephyr, EON Free Zone, Kharadi Pune",3200 sqft,₹3.40 Cr,"₹7,807 per sqft",8 out of 12
,3 BHK Apartment for Sale in Baner Pune,1280 sqft,₹1.65 Cr,"₹10,312 per sqft",1 out of 12
Godrej Hillside,"3 BHK Apartment for Sale in Godrej Hillside, Mahalunge Pune",948 sqft,₹1 Cr,"₹8,333 per sqft",18 out of 22
Kalpataru Harmony,"3 BHK Apartment for Sale in Kalpataru Harmony, Kaspate Wasti Pune",1280 sqft,₹1.49 Cr,"₹8,765 per sqft",1 out of 12
Forest Trails Highland,"3 BHK Apartment for Sale in Forest Trails Highland, Bhugaon, Bavdhan Pune",1450 sqft,₹1.85 Cr,"₹7,400 per sqft",1 out of 11
Empress Court,"2 BHK Apartment for Sale in Empress Court, Sopan Baug Society, Ghorpadi Pune",1597 sqft,₹1.85 Cr,"₹11,212 per sqft",1 out of 11
,1 BHK Apartment for Sale in Splender Residency Pune,450 sqft,₹48 Lac,"₹7,385 per sqft",5 out of 8
Yuvraj Classic,"1 BHK Apartment for Sale in Yuvraj Classic, Rahatani Pune",535 sqft,₹41 Lac,"₹6,212 per sqft",3 out of 5
Shapoorji Joyville Hadapsar Annexe,"4 BHK Apartment for Sale in Shapoorji Joyville Hadapsar Annexe, Hadapsar Pune",,₹3 Cr,"₹15,000 per sqft",7 out of 20
